"ID","NAME","UNIQUE_NAME","GAMETIME","TIMEZONE","STDTIME","HOWTOPLAY","PLAY_TYPE","TOP_PRIZE","TOP_PRIZE_ODDS","PRIZE_ROLLOVER","PRIZE_PERI_MUTUAL","INFO_URL","INFO","IS_MULTI_STATE","IS_MULTI_COUNTRY","Status","PRIZE_MATRIX","isCardGame","NUM_OF_BALLS","DIS_GAME_TYPE","TINBU_GAME_ID","isJackpot","isPayout","HIGHEST_JACKPOT","HIGHEST_JACKPOT_DATE","TICKET_PRICE","ADVANCED_PLAYS","CUTOFFTIME"
311,Daily 3 Midday,California-Daily 3 Midday,"1:00 PM",US/Pacific,"04:00 PM",Choose 3 digits from 0 to 9.,"3-Digits",,"1 in 1,000",F,F,http://www.calottery.com/play/draw-games/daily-3,,F,F,Active,"<table class=""table table-bordered""> <thead><tr class=""result-table-heading""><th> Play Type and Example </th> <th> You win if the numbers drawn are: </th> <th> Prize  </th> <th> Odds </th> </tr> </thead> <tbody> <tr> <td> Straight: 5-1-6 Your numbers must match the winning numbers in EXACT order </td> <td> 5-1-6 </td> <td> Straight prize </td> <td> 1 in 1,000 </td> </tr> <tr> <td> Box: 6-6-5<br /> (2 same numbers)<br /> ALL of your numbers must match ALL of the winning numbers in any order<br />  </td> <td> 6-6-5, 6-5-6, 5-6-6 </td> <td> Box prize </td> <td> 1 in 333 </td> </tr> <tr> <td> Box: 5-1-6<br /> (3 different numbers)<br /> ALL of your numbers must match ALL of the winning numbers in any order </td> <td> 6-1-5, 6-5-1, 5-1-6,<br /> 5-6-1, 1-6-5, 1-5-6 </td> <td> Box prize </td> <td> 1 in 167 </td> </tr> <tr> <td> Straight/Box: 7-9-7<br /> (2 same numbers) </td> <td> 7-9-7 Exact Order<br /> <br /> 7-9-7, 9-7-7, 7-7-9 Any Order </td> <td> Exact Order pays Straight &amp; Box prize<br /> <br /> Any Order pays Box Only Prize </td> <td> 1 in 333 </td> </tr> <tr> <td> Straight/Box: 6-5-1<br /> (3 different numbers) </td> <td> 6-5-1 Exact Order<br /> <br /> 6-5-1, 5-1-6, 5-6-1,<br /> 1-6-5, 1-5-6 Any Order </td> <td> Exact Order pays Straight &amp; Box prize<br /> <br /> Any Order pays Box Only Prize </td> <td> 1 in 167 </td> </tr> </tbody> </table>",F,"3","3-Digits",CAC,T,T,,,"1$",upto 14 consecutive draws,closes at 1PM on every draw day
312,Daily 3 Evening,California-Daily 3 Evening,"6:30 PM",US/Pacific,"09:30 PM",Choose 3 digits from 0 to 9.,"3-Digits",,"1 in 1,000",F,F,http://www.calottery.com/play/draw-games/daily-4,,F,F,Active,"<table class=""table table-bordered""> <thead><tr class=""result-table-heading""><th> Play Type and Example </th> <th> You win if the numbers drawn are: </th> <th> Prize  </th> <th> Odds </th> </tr> </thead> <tbody> <tr> <td> Straight: 5-1-6 Your numbers must match the winning numbers in EXACT order </td> <td> 5-1-6 </td> <td> Straight prize </td> <td> 1 in 1,000 </td> </tr> <tr> <td> Box: 6-6-5<br /> (2 same numbers)<br /> ALL of your numbers must match ALL of the winning numbers in any order<br />  </td> <td> 6-6-5, 6-5-6, 5-6-6 </td> <td> Box prize </td> <td> 1 in 333 </td> </tr> <tr> <td> Box: 5-1-6<br /> (3 different numbers)<br /> ALL of your numbers must match ALL of the winning numbers in any order </td> <td> 6-1-5, 6-5-1, 5-1-6,<br /> 5-6-1, 1-6-5, 1-5-6 </td> <td> Box prize </td> <td> 1 in 167 </td> </tr> <tr> <td> Straight/Box: 7-9-7<br /> (2 same numbers) </td> <td> 7-9-7 Exact Order<br /> <br /> 7-9-7, 9-7-7, 7-7-9 Any Order </td> <td> Exact Order pays Straight &amp; Box prize<br /> <br /> Any Order pays Box Only Prize </td> <td> 1 in 333 </td> </tr> <tr> <td> Straight/Box: 6-5-1<br /> (3 different numbers) </td> <td> 6-5-1 Exact Order<br /> <br /> 6-5-1, 5-1-6, 5-6-1,<br /> 1-6-5, 1-5-6 Any Order </td> <td> Exact Order pays Straight &amp; Box prize<br /> <br /> Any Order pays Box Only Prize </td> <td> 1 in 167 </td> </tr> </tbody> </table>",F,"3","3-Digits",CAA,T,T,,,"1$",upto 14 consecutive draws,closes at 6:30PM on every draw evening
313,Daily 4,California-Daily 4,"6:30 PM",US/Pacific,"09:30 PM",Choose 4 digits from 0 to 9.,"4-Digits",,"1 in 10,000",F,F,http://www.calottery.com/play/draw-games/daily-4,,F,F,Active,"<table class=""table table-bordered""> <thead><tr class=""result-table-heading""><th> Play Type and Example </th> <th> You win if the winning numbers are: </th> <th> Prize </th> <th> Odds </th> </tr> </thead> <tbody> <tr> <td> Straight: 5-1-6-3<br /> Your numbers must match the winning numbers in EXACT order.<br /> Odds: </td> <td> 5-1-6-3 </td> <td> Straight prize </td> <td> 1 in 10,000 </td> </tr> <tr> <td> Box: 1-2-3-4<br /> (4 different numbers)<br /> ALL of your numbers must match ALL of the winning numbers in any order.&nbsp; </td> <td> 1-2-3-4, 1-3-2-4,<br /> 1-4-2-3, 1-2-4-3,<br /> 1-3-4-2, 1-4-3-2,<br /> 2-1-3-4, 2-3-1-4,<br /> 2-4-1-3, 2-1-4-3,<br /> 2-3-4-1, 2-4-3-1,<br /> 3-1-2-4, 3-2-1-4,<br /> 3-4-1-2, 3-1-4-2,<br /> 3-2-4-1, 3-4-2-1,<br /> 4-1-2-3, 4-2-1-3,<br /> 4-3-1-2, 4-1-3-2,<br /> 4-2-3-1, 4-3-2-1 </td> <td> Box prize </td> <td> 1 in 417 </td> </tr> <tr> <td> Box 1-1-2-3<br /> (2 like numbers)<br /> ALL of your numbers must match ALL of the winning numbers in any order.<br />  </td> <td> 1-1-2-3, 1-1-3-2,<br /> 1-2-1-3, 1-2-3-1,<br /> 1-3-2-1, 1-3-1-2,<br /> 2-3-1-1, 2-1-1-3,<br /> 2-1-3-1, 3-2-1-1,<br /> 3-1-1-2, 3-1-2-1 </td> <td> Box prize </td> <td> 1 in 833 </td> </tr> <tr> <td> Box: 1-1-2-2<br /> (2 sets of like numbers)<br /> ALL of your numbers must match ALL of the winning numbers in any order.&nbsp; </td> <td> 1-1-2-2, 1-2-1-2,<br /> 1-2-2-1, 2-2-1-1,<br /> 2-1-2-1, 2-1-1-2 </td> <td> Box prize </td> <td> 1 in1,667 </td> </tr> <tr> <td> Box: 6-6-6-4<br /> (3 like numbers)<br /> ALL of your numbers must match ALL of the winning numbers in any order.&nbsp;<br />  </td> <td> 6-6-6-4, 6-6-4-6,<br /> 6-4-6-6, 4-6-6-6 </td> <td> Box prize </td> <td> 1 in 2,500 </td> </tr> <tr> <td> Straight/Box: 1-2-3-4<br /> (4 different numbers)<br /> You win by matching either Straight and/or Box playstyles.&nbsp; </td> <td> 1-2-3-4 Exact Order<br /> <br /> 1-3-2-4, 1-4-2-3,<br /> 1-2-4-3, 1-3-4-2,<br /> 1-4-3-2, 2-1-3-4,<br /> 2-3-1-4, 2-4-1-3,<br /> 2-1-4-3, 2-3-4-1,<br /> 2-4-3-1, 3-1-2-4,<br /> 3-2-1-4, 3-4-1-2,<br /> 3-1-4-2, 3-2-4-1,<br /> 3-4-2-1, 4-1-2-3,<br /> 4-2-1-3, 4-3-1-2,<br /> 4-1-3-2, 4-2-3-1,<br /> 4-3-2-1 Any Order </td> <td> Exact Order pays Straight &amp; Box prize<br /> <br /> Any Order pays Box Only prize </td> <td> 1 in 417 </td> </tr> <tr> <td> Straight/Box: 1-1-2-3<br /> (2 like numbers)<br /> You win by matching either Straight and/or Box playstyles. </td> <td> 1-1-2-3 Exact Order<br /> <br /> 1-1-3-2, 1-2-1-3,<br /> 1-2-3-1, 1-3-2-1,<br /> 1-3-1-2, 2-3-1-1,<br /> 2-1-1-3, 2-1-3-1,<br /> 3-2-1-1, 3-1-1-2,<br /> 3-1-2-1 Any Order </td> <td> Exact Order pays Straight &amp; Box prize&nbsp;<br /> <br /> Any Order pays Box Only prize </td> <td> 1 in 833 </td> </tr> <tr> <td> Straight/Box: 1-1-2-2<br /> (2 sets of like numbers)<br /> You win by matching either Straight and/or Box playstyles. </td> <td> 1-1-2-2 Exact Order<br /> <br /> 1-2-1-2, 1-2-2-1,<br /> 2-2-1-1, 2-1-2-1,<br /> 2-1-1-2 Any Order </td> <td> Exact Order pays Straight &amp; Box prize&nbsp;<br /> <br /> Any Order pays Box Only prize </td> <td> &nbsp; </td> </tr> <tr> <td> Straight/Box: 6-6-6-4<br /> (3 like numbers)<br /> You win by matching either Straight and/or Box playstyles. </td> <td> 6-6-6-4 Exact Order<br /> <br /> 6-6-4-6, 6-4-6-6,<br /> 4-6-6-6 Any Order </td> <td> Exact Order pays Straight &amp; Box prize&nbsp;<br /> <br /> Any Order pays Box Only prize </td> <td> &nbsp; </td> </tr> </tbody> </table>",F,"4","4-Digits",CAB,T,T,,,"1$",upto 14 consecutive draws,closes at 6:30PM on every draw evening
314,Fantasy 5,California-Fantasy 5,"6:30 PM",US/Pacific,"09:30 PM",select 5 numbers from 1 to 39.,"5/39",,"1 in 575,757",T,F,http://www.calottery.com/play/draw-games/fantasy-5,,F,F,Active,"<table class=""table table-bordered""> <thead><tr class=""result-table-heading""><th>Match </th> <th> Odds 1 in </th> </tr> </thead> <tbody> <tr> <td> All 5 of 5 winning numbers </td> <td> 1 in 575,757 </td> </tr> <tr> <td> Any 4 of 5 winning numbers </td> <td> 1 in 3,387 </td> </tr> <tr> <td> Any 3 of 5 winning numbers </td> <td> 1 in 103 </td> </tr> <tr> <td> Any 2 of 5 winning numbers </td> <td> 1 in 10 </td> </tr> </tbody> </table>",F,"5","5/39",CA2,T,F,,,"1$",upto 12 consecutive draws,closes at 6:30PM on draw day evening
315,Daily Derby,California-Daily Derby,"6:30 PM",US/Pacific,"09:30 PM","The player selects three horses in the order of which comes first, second, and third. In addition the time for the first horse to finish has to chosen",Non-Traditional,,"1 in 1,320,000",F,F,http://www.calottery.com/play/draw-games/daily-derby,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th><p><strong>CATEGORY</strong></p></th><th><p><strong>MATCH</strong></p></th><th><p><strong>ODDS 1 IN</strong></p></th></tr></thead><tbody><tr><td><p>Grand Prize</p></td><td><p>Trifecta &amp; race time</p></td><td><p>1,320,000</p></td></tr><tr><td><p>Trifecta</p></td><td><p>1st, 2nd, &amp; 3rd place</p></td><td><p>1,321</p></td></tr><tr><td><p>Exacta</p></td><td><p>1st &amp; 2nd place</p></td><td><p>147</p></td></tr><tr><td><p>Win</p></td><td><p>1st place</p></td><td><p>13.2</p></td></tr><tr><td><p>Race Time</p></td><td><p>Race time only</p></td><td><p>1,001</p></td></tr></tbody></table>",F,"1+1+1",Horse Race,CA3,T,F,,,"1$",,
316,SuperLotto Plus,California-SuperLotto Plus,"7:57 PM",US/Pacific,"10:57 PM",Choose 5 numbers 1 through 47 and one mega ball from 1 through 27,"5/47+1/27",,"1 in 41416353",T,F,http://www.calottery.com/play/draw-games/superlotto-plus,,F,F,Active,"<table class=""table table-bordered""> <thead><tr class=""result-table-heading""><th> Match Type </th> <th> Odds </th> </tr> </thead> <tbody> <tr> <td> All 5 of 5 and Mega </td> <td> 41,416,353 </td> </tr> <tr> <td> All 5 of 5 </td> <td> 1,592,937 </td> </tr> <tr> <td> Any 4 of 5 and Mega </td> <td> 197,221 </td> </tr> <tr> <td> Any 4 of 5 </td> <td> 7,585 </td> </tr> <tr> <td> Any 3 of 5 and Mega </td> <td> 4,810 </td> </tr> <tr> <td> Any 3 of 5 </td> <td> 185 </td> </tr> <tr> <td> Any 2 of 5 and Mega </td> <td> 361 </td> </tr> <tr> <td> Any 1 of 5 and Mega </td> <td> 74 </td> </tr> <tr> <td> None of 5, Only Mega </td> <td> 49 </td> </tr> </tbody> </table>",F,"5+1","5/47 + 1/27 (Mega Ball)",CA1,T,F,,,"1$",upto 20 consecutive draws,"Wed and Sat, 12 minutes before draw time"
317,Pick 3,Colorado-Pick 3,"7:36 PM",US/Mountain,"09:36 PM",Choose 3 digits from 0 to 9.,"3-Digits","$2,500","1 in 1000",F,F,http://www.coloradolottery.com/GAMES/PICK-3/,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th><strong>Match</strong></th><th><strong>If You PLAY</strong></th><th><strong>Winnig combination</strong></th><th><strong>$1 bet BET</strong></th><th><strong>odds</strong></th></tr></thead><tbody><tr><td><p>Exact Order</p></td><td><p>567</p></td><td><p>567</p></td><td><p>$500</p></td><td><p>1 in 1,000</p></td></tr><tr><td><p>Any Order (6-Way)</p></td><td><p>567</p></td><td><p>567 576 657 675 756 765</p></td><td><p>$80</p></td><td><p>1 in 167</p></td></tr><tr><td><p>Any Order<br /> (two of the same number)</p></td><td><p>566</p></td><td><p>566 656 665</p></td><td><p>$160</p></td><td><p>1 in 333</p></td></tr><tr><td rowspan=""2""><p>Exact<br /> +<br /> Any Order</p></td><td rowspan=""2""><p>567</p></td><td><p>567</p></td><td><p>$250</p></td><td><p>1 in 1,000</p></td></tr><tr><td><p>567 576 657 675 756 765</p></td><td><p>$40</p></td><td><p>1 in 167</p></td></tr><tr><td rowspan=""2""><p>Exact<br /> +<br /> Any Order<br /> (two of the same number)</p></td><td rowspan=""2""><p>566</p></td><td><p>566</p></td><td><p>$250</p></td><td><p>1 in 1,000</p></td></tr><tr><td><p>566 656 665</p></td><td><p>$80</p></td><td><p>1 in 333</p></td></tr><tr><td><p>Front Pair</p></td><td><p>56X</p></td><td><p>560 561 562 563 564 565 566 567 568 569</p></td><td><p>$60</p></td><td><p>1 in 100</p></td></tr><tr><td><p>Back Pair</p></td><td><p>X65</p></td><td><p>065 165 265 365 465 565 665 765 865 965</p></td><td><p>$60</p></td><td><p>1 in 100</p></td></tr></tbody></table>",F,"3","3-Digits",COA,F,F,,,"1$",upto 28 consecutive draws,"Mon-Sun, 6 minutes before draw time"
318,Cash 5,Colorado-Cash 5,"7:35 PM",US/Mountain,"09:35 PM",Choose 5 numbers 1 through 32.,"5/32","$20,000","1 in 201,376",F,F,http://www.coloradolottery.com/GAMES/CASH-5/,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th><strong>Match</strong></th><th><strong>prize</strong></th><th><strong>odds</strong></th></tr></thead><tbody><tr><td><p>5</p></td><td><p>$20,000</p></td><td><p>1 in 201,376</p></td></tr><tr><td><p>4</p></td><td><p>$200.00</p></td><td><p>1 in 1,492</p></td></tr><tr><td><p>3</p></td><td><p>$10.00</p></td><td><p>1 in 57</p></td></tr><tr><td><p>2</p></td><td><p>$1.00</p></td><td><p>1 in 7</p></td></tr></tbody></table>",F,"5","5/32",CO2,T,F,,,"1$",upto 91 consecutive draws,"Mon-Sun, 5 minutes before draw time"
319,Lotto,Colorado-Lotto,"7:35 PM",US/Mountain,"09:35 PM",Choose 6 numbers 1 through 42,"6/42",,"1 in 5,245,786",T,F,http://www.coloradolottery.com/GAMES/LOTTO/,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th><strong>Match</strong></th><th><strong>Base</strong></th><th><strong>Odds</strong></th></tr></thead><tbody><tr><td><p>6</p></td><td><p>Jackpot</p></td><td><p>1 in 3,838,380</p></td></tr><tr><td><p>5</p></td><td><p>$250</p></td><td><p>1 in 18,816</p></td></tr><tr><td><p>4</p></td><td><p>$25</p></td><td><p>1 in 456</p></td></tr><tr><td><p>3</p></td><td><p>$3</p></td><td><p>1 in 32</p></td></tr></tbody></table>",F,"6","6/42",CO4,T,F,,,"2$",upto 26 consecutive draws,"Wed and Sat, 5 minutes before draw time"
320,Play3 Day,Connecticut-Play3 Day,"1:57 PM",US/Eastern,"01:57 PM",Choose 3 digits from 0 to 9.,"3-Digits+1",$500,"1 in 1,000",F,F,https://www.ctlottery.org/default.aspx,,F,F,Active,"<table class=""table table-bordered""> <thead> <tr class=""result-table-heading""> <th> <p><strong>Wager</strong></p> </th> <th> <p><strong>Example<br /> If you play:</strong></p> </th> <th> <p><strong>You Win if any of these<br /> combinations are drawn</strong></p> </th> <th> <p><strong>$1.00</strong></p> </th> </tr> </thead> <tbody> <tr> <td> <p>Straight 3 digits in<br /> exact order,<br /> 1 way to win<br /> <strong>Odds: 1 in 1,000</strong></p> </td> <td> <p>123</p> </td> <td> <p>123<br /> only exact match wins</p> </td> <td> <p>$500</p> </td> </tr> <tr> <td> <p><strong>3-Way Box</strong><br /> all 3 digits with<br /> 2 digits the same,<br /> in any order,<br /> 3 ways to win.<br /> <strong>Odds: 1 in 333</strong></p> </td> <td> <p>223 &nbsp;</p> </td> <td> <p>223, 232, 322</p> </td> <td> <p>$167</p> </td> </tr> <tr> <td> <p><strong>6-Way Box</strong><br /> all 3 digits,<br /> in any order,<br /> 6 ways to win.<br /> <strong>Odds: 1 in 167</strong></p> </td> <td> <p>123</p> </td> <td> <p>123, 213, 312, 132, 231, 321</p> </td> <td> <p>$83</p> </td> </tr> <tr> <td> <p><strong>Front, Split</strong><br /> <strong>or Back Pair</strong><br /> with any 2 digits<br /> in exact order,<br /> 10 ways to win.<br /> <strong>Odds: 1 in 100</strong></p> </td> <td> <p>Front: 12X<br /> Split: 1X2<br /> Back: X12</p> </td> <td> <p>Front: 12X, X is any digit<br /> Split: 1X2, X is any digit<br /> Back: X12, X is any digit</p> </td> <td> <p>$50</p> </td> </tr> <tr> <td colspan=""4"">Straight/Box combines a straight wager with a box wager in equal amounts. Wager $1.00, $2.00, $3.00, $4.00, $5.00 per ticket. Half of each wager is straight, half is boxed. A straight win pays both ways.</td> </tr> </tbody> </table>",F,"3+1","3-Digits + 1 (Wile Ball)",CTA,F,F,,,"1$",upto 7 consecutive draws,"Mon-Sun, 12 minutes before draw time"
321,Play3 Night,Connecticut-Play3 Night,"10:29 PM",US/Eastern,"10:29 PM",Choose 3 digits from 0 to 9.,"3-Digits+1",$500,"1 in 1,000",F,F,https://www.ctlottery.org/default.aspx,,F,F,Active,"<table class=""table table-bordered""> <thead> <tr class=""result-table-heading""> <th> <p><strong>Wager</strong></p> </th> <th> <p><strong>Example<br /> If you play:</strong></p> </th> <th> <p><strong>You Win if any of these<br /> combinations are drawn</strong></p> </th> <th> <p><strong>$1.00</strong></p> </th> </tr> </thead> <tbody> <tr> <td> <p>Straight 3 digits in<br /> exact order,<br /> 1 way to win<br /> <strong>Odds: 1 in 1,000</strong></p> </td> <td> <p>123</p> </td> <td> <p>123<br /> only exact match wins</p> </td> <td> <p>$500</p> </td> </tr> <tr> <td> <p><strong>3-Way Box</strong><br /> all 3 digits with<br /> 2 digits the same,<br /> in any order,<br /> 3 ways to win.<br /> <strong>Odds: 1 in 333</strong></p> </td> <td> <p>223 &nbsp;</p> </td> <td> <p>223, 232, 322</p> </td> <td> <p>$167</p> </td> </tr> <tr> <td> <p><strong>6-Way Box</strong><br /> all 3 digits,<br /> in any order,<br /> 6 ways to win.<br /> <strong>Odds: 1 in 167</strong></p> </td> <td> <p>123</p> </td> <td> <p>123, 213, 312, 132, 231, 321</p> </td> <td> <p>$83</p> </td> </tr> <tr> <td> <p><strong>Front, Split</strong><br /> <strong>or Back Pair</strong><br /> with any 2 digits<br /> in exact order,<br /> 10 ways to win.<br /> <strong>Odds: 1 in 100</strong></p> </td> <td> <p>Front: 12X<br /> Split: 1X2<br /> Back: X12</p> </td> <td> <p>Front: 12X, X is any digit<br /> Split: 1X2, X is any digit<br /> Back: X12, X is any digit</p> </td> <td> <p>$50</p> </td> </tr> <tr> <td colspan=""4"">Straight/Box combines a straight wager with a box wager in equal amounts. Wager $1.00, $2.00, $3.00, $4.00, $5.00 per ticket. Half of each wager is straight, half is boxed. A straight win pays both ways.</td> </tr> </tbody> </table>",F,"3+1","3-Digits + 1 (Wile Ball)",CTB,F,F,,,"1$",upto 7 consecutive draws,"Mon-Sun, 9 minutes before draw time"
322,Play4 Day,Connecticut-Play4 Day,"1:57 PM",US/Eastern,"01:57 PM",Choose 4 digits from 0 to 9.,"4-Digits+1","$5,000","1 in 10,000",F,F,https://www.ctlottery.org/default.aspx,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th>ager</th><th>Example<br /> If you play:</th><th>You Win if any of these<br /> combinations are drawn</th><th>$1.00</th></tr></thead><tbody><tr><td><p><strong>Straight</strong><br /> all 4 digits in exact order, 1 way to win<br /> <strong>Odds: 1 in 10,000</strong></p></td><td><p>1234</p></td><td><p>1234<br /> only exact match wins</p></td><td><p>$5,000</p></td></tr><tr><td><p><strong>4-Way Box</strong><br /> all 4 digits with 3 digits the same, in any order, 4 ways to win<br /> <strong>Odds: 1 in 2,500</strong></p></td><td><p>1222&nbsp;</p></td><td><p>1222, 2212, 2122, 2221</p></td><td><p>$1,250</p></td></tr><tr><td><p><strong>6-Way Box</strong><br /> all 4 digits with 2 pair in any order, 6 ways to win<br /> <strong>Odds: 1 in 1,667</strong></p></td><td><p>1122</p></td><td><p>1122, 1221, 2121, 1212, 2112, 2211</p></td><td><p>$834</p></td></tr><tr><td><p><strong>12-Way Box</strong><br /> all 4 digits with 2 digits the same, in any order, 12 ways to win.<br /> <strong>Odds: 1 in 833</strong></p></td><td><p>1233</p></td><td><p>1233, 1323, 1332, 2133, 2313, 2331, 3123, 3132, 3213, 3231, 3312, 3321</p></td><td><p>$416</p></td></tr><tr><td><p><strong>24-Way Box</strong><br /> all 4 digits, in any order, 24 ways to win<br /> <strong>Odds: 1 in 417</strong></p></td><td><p>1234&nbsp;</p></td><td><p>1234, 1243, 1324, 1342, 1423, 1432, 2134, 2143, 2314, 2341, 2413, 2431, 3124, 3142, 3214, 3241, 3412, 3421, 4123, 4132, 4213, 4231, 4312, 4321&nbsp;</p></td><td><p>$208</p></td></tr></tbody></table>",F,"4+1","4-Digits + 1 (Wile Ball)",CTC,F,F,,,"1$",upto 7 consecutive draws,"Mon-Sun, 12 minutes before draw time"
323,Play4 Night,Connecticut-Play4 Night,"10:29 PM",US/Eastern,"10:29 PM",Choose 4 digits from 0 to 9.,"4-Digits+1","$5,000","1 in 10,000",F,F,https://www.ctlottery.org/default.aspx,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th>ager</th><th>Example<br /> If you play:</th><th>You Win if any of these<br /> combinations are drawn</th><th>$1.00</th></tr></thead><tbody><tr><td><p><strong>Straight</strong><br /> all 4 digits in exact order, 1 way to win<br /> <strong>Odds: 1 in 10,000</strong></p></td><td><p>1234</p></td><td><p>1234<br /> only exact match wins</p></td><td><p>$5,000</p></td></tr><tr><td><p><strong>4-Way Box</strong><br /> all 4 digits with 3 digits the same, in any order, 4 ways to win<br /> <strong>Odds: 1 in 2,500</strong></p></td><td><p>1222&nbsp;</p></td><td><p>1222, 2212, 2122, 2221</p></td><td><p>$1,250</p></td></tr><tr><td><p><strong>6-Way Box</strong><br /> all 4 digits with 2 pair in any order, 6 ways to win<br /> <strong>Odds: 1 in 1,667</strong></p></td><td><p>1122</p></td><td><p>1122, 1221, 2121, 1212, 2112, 2211</p></td><td><p>$834</p></td></tr><tr><td><p><strong>12-Way Box</strong><br /> all 4 digits with 2 digits the same, in any order, 12 ways to win.<br /> <strong>Odds: 1 in 833</strong></p></td><td><p>1233</p></td><td><p>1233, 1323, 1332, 2133, 2313, 2331, 3123, 3132, 3213, 3231, 3312, 3321</p></td><td><p>$416</p></td></tr><tr><td><p><strong>24-Way Box</strong><br /> all 4 digits, in any order, 24 ways to win<br /> <strong>Odds: 1 in 417</strong></p></td><td><p>1234&nbsp;</p></td><td><p>1234, 1243, 1324, 1342, 1423, 1432, 2134, 2143, 2314, 2341, 2413, 2431, 3124, 3142, 3214, 3241, 3412, 3421, 4123, 4132, 4213, 4231, 4312, 4321&nbsp;</p></td><td><p>$208</p></td></tr></tbody></table>",F,"4+1","4-Digits + 1 (Wile Ball)",CTD,F,F,,,"1$",upto 7 consecutive draws,"Mon-Sun, 9 minutes before draw time"
324,Cash 5,Connecticut-Cash 5,"10:29 PM",US/Eastern,"10:29 PM",select 5 numbers from 1 to 35.,"5/35","$100,000","1 in 324,632",F,F,https://www.ctlottery.org/default.aspx,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th>Match (in any order)</th><th>Prize</th><th>Odds</th></tr><tbody><tr><td><p>5 Numbers</p></td><td><p>$100,000*</p></td><td><p>1 in 324,632</p></td></tr><tr><td><p>4 Numbers</p></td><td><p>$300*</p></td><td><p>1 in 2,164</p></td></tr><tr><td><p>3 Numbers</p></td><td><p>$10*</p></td><td><p>1 in 75</p></td></tr></tbody></table>",F,"5","5/35",CT2,F,F,,,"1$",upto 26 consecutive draws,"Mon-Sun, 9 minutes before draw time"
325,Classic Lotto,Connecticut-Classic Lotto,"10:38 PM",US/Eastern,"10:38 PM",Choose 6 numbers 1 through 44.,"6/44",,"1 in 7,059,052",T,F,https://www.ctlottery.org/default.aspx,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th><p><strong>Match</strong></p></th><th><p><strong>Prize</strong></p></th><th><p><strong>Odds</strong></p></th></tr></thead><tbody><tr><td><p>6 Winning Numbers</p></td><td><p>JACKPOT*</p></td><td><p>1 in 7,059,052</p></td></tr><tr><td><p>5 Winning Numbers</p></td><td><p>$2,000*</p></td><td><p>1 in 30,961</p></td></tr><tr><td><p>4 Winning Numbers</p></td><td><p>$50*</p></td><td><p>1 in 669</p></td></tr><tr><td><p>3 Winning Numbers</p></td><td><p>$2</p></td><td><p>1 in 42</p></td></tr></tbody></table>",F,"6","6/44",CT1,T,F,,,"2$",upto 26 consecutive draws,"Tue and Fri, 18 minutes before draw time"
326,Play 3 Day,Delaware-Play 3 Day,"1:58 PM",US/Eastern,"01:58 PM",Choose 3 digits from 0 to 9.,"3-Digits",$500,"1 in 1,000",F,F,http://www.delottery.com/games/play3play4/,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th><strong>Type of Play</strong></th><th><strong>$1</strong></th></tr></thead><tbody><tr><td><p>Straight</p></td><td><p>$500</p></td></tr><tr><td><p>3-way box</p></td><td><p>$160</p></td></tr><tr><td><p>6-way box</p></td><td><p>$80</p></td></tr><tr><td><p>Front Pair</p></td><td><p>$50</p></td></tr><tr><td><p>Back Pair</p></td><td><p>$50</p></td></tr><tr><td><p>3-way combo</p></td><td><p>$500</p></td></tr><tr><td><p>6-way combo</p></td><td><p>$500</p></td></tr><tr><td><p>Str/box 3-way</p></td><td><p>$330</p><p>$80(box)</p></td></tr><tr><td><p>Str/box 6-way</p></td><td><p>$290</p><p>$40(box)</p></td></tr></tbody></table>",F,"3","3-Digits",DEA,F,F,,,"1$",upto 7 consecutive draws,"Mon-Sat, 18 minutes before draw time"
327,Play 3 Night,Delaware-Play 3 Night,"7:57 PM",US/Eastern,"07:57 PM",Choose 3 digits from 0 to 9.,"3-Digits",$500,"1 in 1,000",F,F,http://www.delottery.com/games/play3play4/,,F,F,Active,"<table class=""table table-bordered""><thead><tr class=""result-table-heading""><th><strong>Type of Play</strong></th><th><strong>$1</strong></th></tr></thead><tbody><tr><td><p>Straight</p></td><td><p>$500</p></td></tr><tr><td><p>3-way box</p></td><td><p>$160</p></td></tr><tr><td><p>6-way box</p></td><td><p>$80</p></td></tr><tr><td><p>Front Pair</p></td><td><p>$50</p></td></tr><tr><td><p>Back Pair</p></td><td><p>$50</p></td></tr><tr><td><p>3-way combo</p></td><td><p>$500</p></td></tr><tr><td><p>6-way combo</p></td><td><p>$500</p></td></tr><tr><td><p>Str/box 3-way</p></td><td><p>$330</p><p>$80(box)</p></td></tr><tr><td><p>Str/box 6-way</p></td><td><p>$290</p><p>$40(box)</p></td></tr></tbody></table>",F,"3","3-Digits",DEB,F,F,,,"1$",upto 7 consecutive draws,"Mon-Sun, 27 minutes before draw time"
